Genes	GO_term	GO_id	TAIR_id	category	GO_slim
AT1G65481	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G65484	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G65486	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G65490	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G65500	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G65510	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G65520	enoyl-CoA hydratase activity	GO:0004300	2256.0	func	catalytic activity
AT1G65540	calcium ion binding	GO:0005509	1755.0	func	other binding
AT1G65541	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G65550	transmembrane transporter activity	GO:0022857	27431.0	func	transporter activity
AT1G65570	polygalacturonase activity	GO:0004650	3789.0	func	hydrolase activity
AT1G65580	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity	GO:0004439	3676.0	func	hydrolase activity
AT1G65590	hexosaminidase activity	GO:0015929	2681.0	func	hydrolase activity
AT1G65610	cellulase activity	GO:0008810	1880.0	func	hydrolase activity
AT1G65620	protein binding	GO:0005515	3877.0	func	protein binding
AT1G65630	serine-type endopeptidase activity	GO:0004252	4112.0	func	hydrolase activity | catalytic activity
AT1G65640	serine-type endopeptidase activity	GO:0004252	4112.0	func	catalytic activity | hydrolase activity
AT1G65650	thiol-dependent ubiquitin-specific protease activity	GO:0004843	4576.0	func	hydrolase activity | catalytic activity
AT1G65660	single-stranded RNA binding	GO:0003727	4158.0	func	RNA binding
AT1G65670	heme binding	GO:0020037	9668.0	func	other binding
AT1G65681	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G65690	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G65700	protein binding	GO:0005515	3877.0	func	protein binding
AT1G65720	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G65740	protein binding	GO:0005515	3877.0	func	protein binding
AT1G65760	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G65770	protein binding	GO:0005515	3877.0	func	protein binding
AT1G65780	RNA binding	GO:0003723	1217.0	func	RNA binding
AT1G65790	protein serine/threonine kinase activity	GO:0004674	3907.0	func	kinase activity | catalytic activity | transferase activity
AT1G65800	ubiquitin protein ligase binding	GO:0031625	21916.0	func	protein binding
AT1G65810	RNA binding	GO:0003723	1217.0	func	RNA binding
AT1G65820	glutathione peroxidase activity	GO:0004602	2542.0	func	catalytic activity
AT1G65840	polyamine oxidase activity	GO:0046592	13497.0	func	catalytic activity
AT1G65845	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G65850	NAD+ nucleotidase, cyclic ADP-ribose generating	GO:0061809	53245.0	func	hydrolase activity
AT1G65860	3-methylthiopropyl glucosinolate S-oxygenase activity	GO:0080102	31988.0	func	catalytic activity
AT1G65880	benzoate-CoA ligase activity	GO:0018858	8007.0	func	catalytic activity
AT1G65900	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G65910	DNA binding	GO:0003677	961.0	func	DNA binding
AT1G65930	copper ion binding	GO:0005507	1990.0	func	other binding
AT1G65950	protein kinase activity	GO:0004672	3889.0	func	transferase activity | kinase activity | catalytic activity
AT1G65960	glutamate decarboxylase activity	GO:0004351	2507.0	func	catalytic activity
AT1G65970	thioredoxin peroxidase activity	GO:0008379	4404.0	func	catalytic activity
AT1G65980	thioredoxin peroxidase activity	GO:0008379	4404.0	func	catalytic activity
AT1G65985	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G65990	thioredoxin peroxidase activity	GO:0008379	4404.0	func	catalytic activity
AT1G66000	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G66020	magnesium ion binding	GO:0000287	3101.0	func	other binding
AT1G66040	histone binding	GO:0042393	12058.0	func	protein binding
AT1G66045	nucleic acid binding	GO:0003676	3376.0	func	nucleic acid binding
AT1G66050	methyl-CpNpG binding	GO:0010428	27077.0	func	nucleotide binding
AT1G66060	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G66080	sequence-specific double-stranded DNA binding	GO:1990837	50631.0	func	DNA binding
AT1G66090	NAD(P)+ nucleosidase activity	GO:0050135	16367.0	func	hydrolase activity
AT1G66110	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G66120	butyrate-CoA ligase activity	GO:0047760	16440.0	func	catalytic activity
AT1G66130	oxidoreductase activity	GO:0016491	3460.0	func	catalytic activity
AT1G66140	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G66145	receptor serine/threonine kinase binding	GO:0033612	28035.0	func	signaling receptor binding
AT1G66150	protein binding	GO:0005515	3877.0	func	protein binding
AT1G66160	ubiquitin-protein transferase activity	GO:0004842	4573.0	func	catalytic activity | transferase activity
AT1G66170	histone binding	GO:0042393	12058.0	func	protein binding
AT1G66180	aspartic-type endopeptidase activity	GO:0004190	1621.0	func	hydrolase activity | catalytic activity
AT1G66190	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G66200	glutamate-ammonia ligase activity	GO:0004356	2519.0	func	catalytic activity
AT1G66210	serine-type endopeptidase activity	GO:0004252	4112.0	func	catalytic activity | hydrolase activity
AT1G66220	serine-type endopeptidase activity	GO:0004252	4112.0	func	hydrolase activity | catalytic activity
AT1G66230	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G66235	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G66245	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G66250	glucan endo-1,3-beta-D-glucosidase activity	GO:0042973	17561.0	func	hydrolase activity
AT1G66260	mRNA binding	GO:0003729	3091.0	func	RNA binding
AT1G66270	beta-glucosidase activity	GO:0008422	1673.0	func	hydrolase activity
AT1G66280	scopolin beta-glucosidase activity	GO:0102483	51861.0	func	hydrolase activity
AT1G66290	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G66300	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G66310	protein binding	GO:0005515	3877.0	func	protein binding
AT1G66320	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G66340	ethylene receptor activity	GO:0038199	46661.0	func	signaling receptor activity
AT1G66345	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G66350	protein binding	GO:0005515	3877.0	func	protein binding
AT1G66360	phospholipid binding	GO:0005543	3710.0	func	other binding | lipid binding
AT1G66370	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G66380	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G66390	protein binding	GO:0005515	3877.0	func	protein binding
AT1G66400	calcium ion binding	GO:0005509	1755.0	func	other binding
AT1G66410	calcium ion binding	GO:0005509	1755.0	func	other binding
AT1G66420	protein binding	GO:0005515	3877.0	func	protein binding
AT1G66430	fructokinase activity	GO:0008865	2392.0	func	transferase activity | kinase activity
AT1G66460	protein kinase activity	GO:0004672	3889.0	func	transferase activity | catalytic activity | kinase activity
AT1G66470	DNA-binding transcription activator activity, RNA polymerase II-specific	GO:0001228	40764.0	func	DNA-binding transcription factor activity
AT1G66480	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G66490	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G66500	mRNA binding	GO:0003729	3091.0	func	RNA binding
AT1G66510	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G66520	methionyl-tRNA formyltransferase activity	GO:0004479	3187.0	func	catalytic activity | transferase activity
AT1G66530	arginine-tRNA ligase activity	GO:0004814	1583.0	func	catalytic activity
AT1G66540	heme binding	GO:0020037	9668.0	func	other binding
AT1G66550	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G66560	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G66570	sucrose:proton symporter activity	GO:0008506	4297.0	func	transporter activity
AT1G66580	structural constituent of ribosome	GO:0003735	4271.0	func	structural molecule activity
AT1G66590	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G66600	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G66610	zinc ion binding	GO:0008270	4661.0	func	other binding
AT1G66620	zinc ion binding	GO:0008270	4661.0	func	other binding
AT1G66630	zinc ion binding	GO:0008270	4661.0	func	other binding
AT1G66640	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G66650	zinc ion binding	GO:0008270	4661.0	func	other binding
AT1G66660	ubiquitin protein ligase activity	GO:0061630	45660.0	func	transferase activity | catalytic activity
AT1G66670	serine-type endopeptidase activity	GO:0004252	4112.0	func	hydrolase activity | catalytic activity
AT1G66680	protein-lysine N-methyltransferase activity	GO:0016279	3929.0	func	catalytic activity | transferase activity
AT1G66690	S-adenosylmethionine-dependent methyltransferase activity	GO:0008757	1241.0	func	transferase activity
AT1G66700	S-adenosylmethionine-dependent methyltransferase activity	GO:0008757	1241.0	func	transferase activity
AT1G66720	S-adenosylmethionine-dependent methyltransferase activity	GO:0008757	1241.0	func	transferase activity
AT1G66730	DNA binding	GO:0003677	961.0	func	DNA binding
AT1G66740	protein binding	GO:0005515	3877.0	func	protein binding
AT1G66750	protein binding	GO:0005515	3877.0	func	protein binding
AT1G66760	transmembrane transporter activity	GO:0022857	27431.0	func	transporter activity
AT1G66770	sugar transmembrane transporter activity	GO:0051119	19195.0	func	transporter activity
AT1G66780	xenobiotic transmembrane transporter activity	GO:0042910	17153.0	func	transporter activity
AT1G66800	alcohol dehydrogenase (NAD+) activity	GO:0004022	1420.0	func	catalytic activity
AT1G66810	mRNA binding	GO:0003729	3091.0	func	RNA binding
AT1G66820	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G66830	protein kinase activity	GO:0004672	3889.0	func	catalytic activity | transferase activity | kinase activity
AT1G66840	protein binding	GO:0005515	3877.0	func	protein binding
AT1G66852	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G66855	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G66860	hydrolase activity	GO:0016787	2757.0	func	hydrolase activity
AT1G66870	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G66880	polysaccharide binding	GO:0030247	8585.0	func	carbohydrate binding
AT1G66890	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G66910	polysaccharide binding	GO:0030247	8585.0	func	carbohydrate binding
AT1G66920	polysaccharide binding	GO:0030247	8585.0	func	carbohydrate binding
AT1G66930	protein kinase activity	GO:0004672	3889.0	func	kinase activity | catalytic activity | transferase activity
AT1G66940	polysaccharide binding	GO:0030247	8585.0	func	carbohydrate binding
AT1G66950	ATPase-coupled transmembrane transporter activity	GO:0042626	14104.0	func	transporter activity
AT1G66960	beta-amyrin synthase activity	GO:0042300	11348.0	func	catalytic activity
AT1G66970	calcium ion binding	GO:0005509	1755.0	func	other binding
AT1G66980	kinase activity	GO:0016301	2953.0	func	kinase activity
AT1G67000	polysaccharide binding	GO:0030247	8585.0	func	carbohydrate binding
AT1G67020	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G67025	polysaccharide binding	GO:0030247	8585.0	func	carbohydrate binding
AT1G67030	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G67040	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G67060	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G67070	zinc ion binding	GO:0008270	4661.0	func	other binding
AT1G67090	copper ion binding	GO:0005507	1990.0	func	other binding
AT1G67110	monooxygenase activity	GO:0004497	3243.0	func	catalytic activity
AT1G67120	ATPase activity	GO:0016887	907.0	func	hydrolase activity
AT1G67130	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G67148	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G67150	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G67160	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G67170	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G67190	protein binding	GO:0005515	3877.0	func	protein binding
AT1G67210	nucleic acid binding	GO:0003676	3376.0	func	nucleic acid binding
AT1G67220	histone acetyltransferase activity	GO:0004402	2723.0	func	transferase activity
AT1G67230	protein binding	GO:0005515	3877.0	func	protein binding
AT1G67235	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G67250	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G67260	DNA binding	GO:0003677	961.0	func	DNA binding
AT1G67270	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G67280	lactoylglutathione lyase activity	GO:0004462	2973.0	func	catalytic activity
AT1G67290	heptaldehyde:oxygen oxidoreductase activity	GO:0102798	54636.0	func	catalytic activity
AT1G67300	transmembrane transporter activity	GO:0022857	27431.0	func	transporter activity
AT1G67310	transcription coregulator activity	GO:0003712	4446.0	func	transcription regulator activity
AT1G67325	mRNA binding	GO:0003729	3091.0	func	RNA binding
AT1G67330	glucuronoxylan 4-O-methyltransferase activity	GO:0030775	15369.0	func	transferase activity
AT1G67340	protein binding	GO:0005515	3877.0	func	protein binding
AT1G67350	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G67370	protein binding	GO:0005515	3877.0	func	protein binding
AT1G67390	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G67410	transferase activity, transferring glycosyl groups	GO:0016757	14916.0	func	transferase activity
AT1G67420	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G67430	structural constituent of ribosome	GO:0003735	4271.0	func	structural molecule activity
AT1G67440	GTPase activity	GO:0003924	1041.0	func	hydrolase activity
AT1G67450	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G67455	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G67460	GTPase activity	GO:0003924	1041.0	func	hydrolase activity
AT1G67470	protein serine/threonine kinase activity	GO:0004674	3907.0	func	transferase activity | catalytic activity | kinase activity
AT1G67490	mannosyl-oligosaccharide glucosidase activity	GO:0004573	3151.0	func	hydrolase activity
AT1G67500	nucleotide binding	GO:0000166	3391.0	func	nucleotide binding
AT1G67510	protein kinase activity	GO:0004672	3889.0	func	catalytic activity | kinase activity | transferase activity
AT1G67520	protein kinase activity	GO:0004672	3889.0	func	transferase activity | catalytic activity | kinase activity
AT1G67530	ubiquitin-protein transferase activity	GO:0004842	4573.0	func	transferase activity | catalytic activity
AT1G67540	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G67550	urease activity	GO:0009039	4593.0	func	hydrolase activity
AT1G67560	linoleate 13S-lipoxygenase activity	GO:0016165	3043.0	func	catalytic activity
AT1G67580	ATP binding	GO:0005524	894.0	func	nucleotide binding | other binding
AT1G67620	ribosomal large subunit binding	GO:0043023	17745.0	func	other binding
AT1G67623	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G67630	DNA binding	GO:0003677	961.0	func	DNA binding
AT1G67640	amino acid transmembrane transporter activity	GO:0015171	1511.0	func	transporter activity
AT1G67650	7S RNA binding	GO:0008312	873.0	func	RNA binding
AT1G67670	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G67680	ribosome binding	GO:0043022	17747.0	func	other binding
AT1G67690	metalloendopeptidase activity	GO:0004222	3176.0	func	hydrolase activity | catalytic activity
AT1G67700	mRNA binding	GO:0003729	3091.0	func	RNA binding
AT1G67710	phosphorelay response regulator activity	GO:0000156	4542.0	func	other molecular functions
AT1G67720	kinase activity	GO:0016301	2953.0	func	kinase activity
AT1G67730	3-oxo-cerotoyl-CoA reductase activity	GO:0102342	52797.0	func	catalytic activity
AT1G67740	manganese ion binding	GO:0030145	8590.0	func	other binding
AT1G67750	pectate lyase activity	GO:0030570	10952.0	func	catalytic activity
AT1G67760	unfolded protein binding	GO:0051082	18978.0	func	protein binding
AT1G67770	RNA binding	GO:0003723	1217.0	func	RNA binding
AT1G67775	receptor serine/threonine kinase binding	GO:0033612	28035.0	func	signaling receptor binding
AT1G67780	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G67785	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G67790	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G67800	protein binding	GO:0005515	3877.0	func	protein binding
AT1G67810	enzyme activator activity	GO:0008047	2266.0	func	enzyme regulator activity
AT1G67820	protein serine/threonine phosphatase activity	GO:0004722	3908.0	func	hydrolase activity | catalytic activity
AT1G67830	alpha-L-fucosidase activity	GO:0004560	1463.0	func	hydrolase activity
AT1G67840	quinone binding	GO:0048038	14504.0	func	other binding
AT1G67850	transferase activity, transferring glycosyl groups	GO:0016757	14916.0	func	transferase activity
AT1G67855	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G67860	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G67865	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G67880	beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	GO:0003830	1652.0	func	catalytic activity | transferase activity
AT1G67890	protein kinase activity	GO:0004672	3889.0	func	kinase activity | transferase activity | catalytic activity
AT1G67910	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G67920	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G67930	protein homodimerization activity	GO:0042803	15211.0	func	protein binding
AT1G67940	inorganic phosphate transmembrane transporter activity	GO:0005315	2814.0	func	transporter activity
AT1G67950	protein binding	GO:0005515	3877.0	func	protein binding | protein binding
AT1G67970	transcription regulatory region sequence-specific DNA binding	GO:0000976	35767.0	func	DNA binding | nucleic acid binding
AT1G67980	S-adenosylmethionine-dependent methyltransferase activity	GO:0008757	1241.0	func	transferase activity
AT1G67990	trihydroxyferuloyl spermidine O-methyltransferase activity	GO:0080012	29852.0	func	transferase activity
AT1G68000	CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity	GO:0003881	935.0	func	transferase activity
AT1G68010	glycerate dehydrogenase activity	GO:0008465	2553.0	func	catalytic activity
AT1G68020	trehalose-phosphatase activity	GO:0004805	4508.0	func	hydrolase activity
AT1G68040	S-adenosylmethionine-dependent methyltransferase activity	GO:0008757	1241.0	func	transferase activity
AT1G68050	protein binding	GO:0005515	3877.0	func	protein binding
AT1G68060	microtubule binding	GO:0008017	3214.0	func	protein binding
AT1G68080	iron ion binding	GO:0005506	2918.0	func	other binding
AT1G68090	phospholipid binding	GO:0005543	3710.0	func	other binding | lipid binding
AT1G68100	zinc ion transmembrane transporter activity	GO:0005385	4663.0	func	transporter activity
AT1G68110	clathrin heavy chain binding	GO:0032050	23396.0	func	protein binding
AT1G68120	DNA binding	GO:0003677	961.0	func	DNA binding
AT1G68130	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G68140	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G68150	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G68160	protein binding	GO:0005515	3877.0	func	protein binding
AT1G68170	transmembrane transporter activity	GO:0022857	27431.0	func	transporter activity
AT1G68180	zinc ion binding	GO:0008270	4661.0	func	other binding
AT1G68190	zinc ion binding	GO:0008270	4661.0	func	other binding
AT1G68200	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G68210	phosphorelay response regulator activity	GO:0000156	4542.0	func	other molecular functions
AT1G68220	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G68230	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G68238	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G68240	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G68250	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G68260	palmitoyl-[acyl-carrier-protein] hydrolase activity	GO:0016296	3578.0	func	transferase activity | hydrolase activity
AT1G68280	acyl-[acyl-carrier-protein] hydrolase activity	GO:0016297	1309.0	func	hydrolase activity | transferase activity
AT1G68290	T/G mismatch-specific endonuclease activity	GO:0043765	27289.0	func	catalytic activity | nuclease activity
AT1G68310	vacuolar sorting signal binding	GO:0010209	12480.0	func	other binding
AT1G68320	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G68325	glutamine-tRNA ligase activity	GO:0004819	2533.0	func	catalytic activity
AT1G68330	protein serine/threonine kinase activity	GO:0004674	3907.0	func	transferase activity | catalytic activity | kinase activity
AT1G68340	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G68350	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G68360	transcription regulatory region sequence-specific DNA binding	GO:0000976	35767.0	func	DNA binding | nucleic acid binding
AT1G68370	cytoskeletal protein binding	GO:0008092	2079.0	func	protein binding
AT1G68380	transferase activity, transferring glycosyl groups	GO:0016757	14916.0	func	transferase activity
AT1G68390	transferase activity, transferring glycosyl groups	GO:0016757	14916.0	func	transferase activity
AT1G68400	protein binding	GO:0005515	3877.0	func	protein binding
AT1G68410	protein serine/threonine phosphatase activity	GO:0004722	3908.0	func	hydrolase activity | catalytic activity
AT1G68420	ATP binding	GO:0005524	894.0	func	nucleotide binding | other binding
AT1G68430	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G68440	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G68450	protein binding	GO:0005515	3877.0	func	protein binding
AT1G68460	tRNA dimethylallyltransferase activity	GO:0052381	35484.0	func	transferase activity | catalytic activity
AT1G68480	protein binding	GO:0005515	3877.0	func	protein binding
AT1G68490	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G68510	protein binding	GO:0005515	3877.0	func	protein binding
AT1G68520	zinc ion binding	GO:0008270	4661.0	func	other binding
AT1G68526	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G68530	3-oxo-lignoceronyl-CoA synthase activity	GO:0102338	51891.0	func	transferase activity
AT1G68540	catalytic activity	GO:0003824	2265.0	func	catalytic activity
AT1G68550	transcription regulatory region sequence-specific DNA binding	GO:0000976	35767.0	func	nucleic acid binding | DNA binding
AT1G68560	alpha-D-xyloside xylohydrolase	GO:0061634	46270.0	func	hydrolase activity
AT1G68570	transmembrane transporter activity	GO:0022857	27431.0	func	transporter activity
AT1G68580	chromatin binding	GO:0003682	1936.0	func	chromatin binding
AT1G68585	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G68590	structural constituent of ribosome	GO:0003735	4271.0	func	structural molecule activity
AT1G68610	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G68620	hydrolase activity	GO:0016787	2757.0	func	hydrolase activity
AT1G68630	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G68640	DNA binding	GO:0003677	961.0	func	DNA binding
AT1G68650	metal ion transmembrane transporter activity	GO:0046873	13967.0	func	transporter activity
AT1G68660	protein-macromolecule adaptor activity	GO:0030674	14788.0	func	other molecular functions
AT1G68670	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G68680	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G68690	protein kinase binding	GO:0019901	9733.0	func	protein binding
AT1G68700	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G68710	ATPase-coupled intramembrane lipid transporter activity	GO:0140326	56581.0	func	transporter activity
AT1G68720	tRNA-specific adenosine deaminase activity	GO:0008251	4354.0	func	hydrolase activity
AT1G68723	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G68730	zinc ion binding	GO:0008270	4661.0	func	other binding
AT1G68740	phosphate ion transmembrane transporter activity	GO:0015114	3652.0	func	transporter activity
AT1G68750	phosphoenolpyruvate carboxylase activity	GO:0008964	3686.0	func	catalytic activity
AT1G68760	8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity	GO:0008413	874.0	func	hydrolase activity
AT1G68765	signaling receptor binding	GO:0005102	3002.0	func	signaling receptor binding
AT1G68795	receptor serine/threonine kinase binding	GO:0033612	28035.0	func	signaling receptor binding
AT1G68800	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G68810	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G68830	protein kinase activity	GO:0004672	3889.0	func	transferase activity | catalytic activity | kinase activity
AT1G68840	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G68845	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G68850	peroxidase activity	GO:0004601	3626.0	func	catalytic activity
AT1G68862	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G68870	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G68875	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G68880	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G68890	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity	GO:0070204	31113.0	func	transferase activity
AT1G68910	myosin XI tail binding	GO:0080115	31978.0	func	protein binding
AT1G68920	protein dimerization activity	GO:0046983	15253.0	func	protein binding
AT1G68930	zinc ion binding	GO:0008270	4661.0	func	other binding
AT1G68935	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G68940	ubiquitin-protein transferase activity	GO:0004842	4573.0	func	transferase activity | catalytic activity
AT1G68945	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G68960	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G68980	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G68990	DNA binding	GO:0003677	961.0	func	DNA binding
AT1G69010	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G69020	serine-type endopeptidase activity	GO:0004252	4112.0	func	catalytic activity | hydrolase activity
AT1G69040	protein binding	GO:0005515	3877.0	func	protein binding
AT1G69050	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G69070	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G69085	ubiquitin-protein transferase activity	GO:0004842	4573.0	func	transferase activity | catalytic activity
AT1G69090	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G69120	DNA-binding transcription factor activity, RNA polymerase II-specific	GO:0000981	35772.0	func	DNA-binding transcription factor activity
AT1G69160	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G69170	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G69180	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G69190	dihydropteroate synthase activity	GO:0004156	2158.0	func	transferase activity
AT1G69200	protein binding	GO:0005515	3877.0	func	protein binding
